month,date,year,title,description,imageurl,moreinfourl
AUGUST,21,2013,Galaxy NGC 6503,"Most galaxies are clumped together in groups or clusters. A neighboring galaxy is never far away. But this galaxy, known as NGC 6503, has found itself in a lonely position, at the edge of a strangely empty patch of space called the Local Void.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-21-2019-galaxy-ngc-6503.jpg,https://hubblesite.org/contents/media/images/2015/23/3586-Image.html
AUGUST,22,2017,Galaxy NGC 4993,"In this galaxy, called NGC 4993, two neutron stars collided, creating gravitational waves discovered in 2017. The event produced a flash of light, called a kilonova, which appears to the upper left of center.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-22-2019-galaxy-ngc-4993.png,https://hubblesite.org/contents/media/images/2017/41/4078-Image.html?news=true
AUGUST,23,2013,Galaxy Cluster Abell 2744,"Located 3.5 billion light-years away, Abell 2744 contains several hundred galaxies and might be a pile-up of at least four smaller galaxy clusters. Abell 2744’s strong gravitational field acts as a lens, brightening and magnifying the light of nearly 3,000 distant background galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-23-2019-galaxy-cluster-abell-2744.jpg,https://hubblesite.org/contents/media/images/2014/01/3277-Image.html
AUGUST,24,2003,Mars,"Hubble captured this image of Mars when the planet was approximately 34.7 million miles from Earth. The dark linear feature on the left is Valles Marineris, a 2,500-mile-long system of canyons.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-24-2019-mars.jpg,https://hubblesite.org/contents/media/images/2003/22/1389-Image.html
AUGUST,25,1994,Herbig Haro 32,"HH 32 is an example of a ""Herbig-Haro object,"" which is formed when young stars eject jets of material back into interstellar space. These jets plow into the surrounding nebula, producing strong shock waves that heat the gas and cause it to glow.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-25-2019-herbig-haro-32.jpg,https://hubblesite.org/contents/media/images/1999/35/902-Image.html
AUGUST,26,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-26-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
AUGUST,27,2003,Mars,"Hubble captured this image of Mars when the planet was at its closest to Earth in nearly 60,000 years. The solar system's largest volcano, Olympus Mons, appears near the top.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-27-2019-mars.jpg,https://hubblesite.org/contents/media/images/2003/22/1383-Image.html
AUGUST,28,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-28-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
AUGUST,29,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-29-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
AUGUST,30,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-30-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
AUGUST,31,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-31-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
SEPTEMBER,1,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-1-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
SEPTEMBER,2,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-2-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
SEPTEMBER,3,2003,Galaxy HUDF-JD2,"The small red object at the center of this image (just above the large spiral galaxy) is one of the most distant galaxies ever seen. Called HUDF-JD2, it is one of about 10,000 galaxies found in the Hubble Ultra Deep Field.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-3-2019-galaxy-hudf-jd2.jpg,https://hubblesite.org/contents/media/images/2005/28/1770-Image.html
SEPTEMBER,4,1997,Nebula N 81,"This image shows a newborn star cluster cradled within a nebula, or glowing cloud of gas, called N 81. This stellar nursery lies about 200,000 light-years away within the Small Magellanic Cloud, a small galaxy orbiting our own Milky Way.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-4-2019-nebula-n-81.jpg,https://hubblesite.org/contents/media/images/2000/30/992-Image.html
SEPTEMBER,5,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-5-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
SEPTEMBER,6,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-6-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
SEPTEMBER,7,1997,Hubble-X Nebula,"Hubble-X is a glowing gas cloud, one of the most active star-forming regions within galaxy NGC 6822. The cloud is about 110 light-years across and contains many thousands of newly formed stars in a central cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-7-2019-hubble-x-nebula.jpg,https://hubblesite.org/contents/media/images/2001/01/1012-Image.html
SEPTEMBER,8,2006,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-8-2019-galaxy-m81.jpg,https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
SEPTEMBER,9,2006,V838 Monocerotis Light Echo,"This image captures a light echo from the star V838 Monocerotis. After the star brightened temporarily, light from that eruption began propagating outward through a dusty cloud around the star. The light reflects or ""echoes"" off the dust and then travels to Earth.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-9-2019-v838-monocerotis-light-echo.jpg,https://hubblesite.org/contents/media/images/2006/50/2006-Image.html
SEPTEMBER,10,2018,Galaxy Behind Star Cluster NGC 6752,"This image shows stars in a small part of the globular cluster NGC 6752. Near the bottom appears a background galaxy, much farther away, that astronomers found while studying this image. It's a dwarf galaxy that is nearly as old as the universe.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-10-2019-galaxy-behind-star-cluster-ngc-6752.png,https://hubblesite.org/contents/media/images/2019/09/4317-Image.html
SEPTEMBER,11,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-11-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,12,2000,Galaxy NGC 3310,"There are several hundred star clusters in the starburst galaxy NGC 3310. They appear in this image as the bright, blue clumps that trace the galaxy's spiral arms.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-12-2019-galaxy-ngc-3310.jpg,https://hubblesite.org/contents/media/images/2001/26/1094-Image.html
SEPTEMBER,13,1997,Arches Cluster,"The Arches cluster is the densest known star cluster in our galaxy and resides 25,000 light-years away. In this rough-and-tumble region, huge clouds of gas collide to form behemoth stars.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-13-2019-arches-cluster.jpg,https://hubblesite.org/contents/media/images/2005/05/1653-Image.html
SEPTEMBER,14,2005,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-14-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,15,2005,Center of the Crab Nebula,"At the center of the Crab Nebula sits a stellar remnant called a neutron star that has about the same mass as the Sun compressed into a sphere only a few miles across. Spinning 30 times a second, the neutron star shoots out beams of energy that make it look like it's pulsating.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-15-2019-center-of-the-crab-nebula.jpg,https://hubblesite.org/contents/media/images/2016/26/3760-Image.html
SEPTEMBER,16,1997,Beta Pictoris Disk,"In 1984, Beta Pictoris was the very first star discovered to be surrounded by a bright disk of light-scattering dust and debris. Planets are thought to form in such disks, and astronomers have discovered two planets orbiting Beta Pictoris.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-16-2019-beta-pictoris-disk.jpg,https://hubblesite.org/contents/media/images/2015/06/3490-Image.html
SEPTEMBER,17,2014,Galaxy UGC 5340,This image captures the dwarf galaxy UGC 5340. A pocket of rapid star birth appears in the lower right corner. This region of star formation was probably triggered by a gravitational interaction with an unseen companion galaxy.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-17-2019-galaxy-ugc-5340.png,https://hubblesite.org/contents/media/images/2018/27/4162-Image.html
SEPTEMBER,18,1994,Pinwheel Galaxy,The Pinwheel galaxy has a pancake-like shape that we view face-on. This perspective shows off the spiral structure that gives the galaxy its nickname.,https://imagine.gsfc.nasa.gov/hst_bday/images/september-18-2019-pinwheel-galaxy.jpg,https://hubblesite.org/contents/media/images/2009/07/2477-Image.html
SEPTEMBER,19,1999,Reflection Nebula IC 349,"IC 349 is a reflection nebula in the Pleiades star cluster (often called the ""Seven Sisters""). The eerie, wispy tendrils of an interstellar cloud are being destroyed by one of the brightest stars in the star cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-19-2019-reflection-nebula-ic-349.jpg,https://hubblesite.org/contents/media/images/2000/36/1009-Image.html
SEPTEMBER,20,2002,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-20-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,21,2004,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-21-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,22,2002,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-22-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,23,2010,Galaxy ESO 243-49,"This edge-on galaxy, called ESO 243-49, appears to host a medium-sized black hole that might have come from a cannibalized dwarf galaxy. As massive as 20,000 Suns, the black hole lies above the galactic plane — an unusual location that suggests it originated somewhere else.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-23-2019-galaxy-eso-243-49.jpg,https://hubblesite.org/contents/media/images/2012/11/2992-Image.html
SEPTEMBER,24,2010,Galaxy ESO 243-49,"This edge-on galaxy, called ESO 243-49, appears to host a medium-sized black hole that might have come from a cannibalized dwarf galaxy. As massive as 20,000 Suns, the black hole lies above the galactic plane — an unusual location that suggests it originated somewhere else.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-24-2019-galaxy-eso-243-49.jpg,https://hubblesite.org/contents/media/images/2012/11/2992-Image.html?itemsPerPage=100&page=4&filterUUID=8a87f02e-e18b-4126-8133-2576f4fdc5e2&news=true
SEPTEMBER,25,2005,Galaxy NGC 1132,"The large elliptical galaxy NGC 1132 likely formed from a group of galaxies that merged together. The galaxy is dubbed a ""fossil group"" because it contains enormous concentrations of dark matter, comparable to the dark matter found in an entire group of galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-25-2019-galaxy-ngc-1132.jpg,https://hubblesite.org/contents/media/images/2008/07/2252-Image.html
SEPTEMBER,26,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-26-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,27,2002,Egg Nebula,"In the Egg Nebula, shells of dust form concentric rings around an aging star, resembling the layers of an onion. A thick dust belt, running almost vertically through the center, blocks light from the central star while twin beams of light radiate from the star.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-27-2019-egg-nebula.jpg,https://hubblesite.org/contents/media/images/2003/09/1305-Image.html
SEPTEMBER,28,2002,Galaxy NGC 300,"NGC 300 is a spiral galaxy similar to our own Milky Way galaxy. Some of the bright blue specks in this image are young, massive stars called blue supergiants, and they are among the brightest stars seen in spiral galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/september-28-2019-galaxy-ngc-300.jpg,https://hubblesite.org/contents/media/images/2004/13/1509-Image.html
SEPTEMBER,29,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-29-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
SEPTEMBER,30,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/september-30-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,1,2001,Galaxy NGC 3949,"Like our Milky Way, the galaxy NGC 3949 has a disk full of young, blue stars peppered with pink star-birth regions. In contrast to the blue disk, the galaxy's bright center is made up of mostly older stars and appears more yellow.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-1-2019-galaxy-ngc-3949.jpg,https://hubblesite.org/contents/media/images/2004/25/1576-Image.html
OCTOBER,2,2002,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-2-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,3,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-3-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,4,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-4-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,5,2002,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-5-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,6,2004,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-6-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,7,2004,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-7-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,8,2012,Galaxy Hercules A,At the center of this image sits a large galaxy called Hercules A that harbors a supermassive black hole more than a thousand times as massive as the one in the Milky Way's center. Radio observations reveal large jets shooting away from the galaxy's core.,https://imagine.gsfc.nasa.gov/hst_bday/images/october-8-2019-galaxy-hercules-a.jpg,https://hubblesite.org/contents/media/images/2012/47/3110-Image.html
OCTOBER,9,2001,Galaxy Cluster Abell 2667,"While looking at galaxy cluster Abell 2667, astronomers found an odd-looking spiral galaxy (in the upper left corner of the image) that is plowing through the cluster and being ripped apart by the galaxy cluster's gravitational field and harsh environment.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-9-2019-galaxy-cluster-abell-2667.jpg,https://hubblesite.org/contents/media/images/2007/12/2077-Image.html
OCTOBER,10,1995,Interacting Galaxies Arp 148,"Arp 148 is the aftermath of an encounter between two galaxies, resulting in a ring-shaped galaxy and an elongated companion. The shapes and arrangement of the galaxies suggest that this is a snapshot of an ongoing collision.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-10-2019-interacting-galaxies-arp-148.jpg,https://hubblesite.org/contents/media/images/2008/16/2309-Image.html
OCTOBER,11,2009,GOODS South Field,More than 12 billion years of cosmic history are shown in this panoramic view of thousands of galaxies in various stages of assembly. The view covers a portion of the southern field of a galaxy census called the Great Observatories Origins Deep Survey (GOODS).,https://imagine.gsfc.nasa.gov/hst_bday/images/october-11-2019-goods-south-field.jpg,https://hubblesite.org/contents/media/images/2010/01/2662-Image.html
OCTOBER,12,2004,Orion Nebula,"The Orion Nebula is the nearest star-forming region to Earth. Massive, young stars are shaping the nebula with their winds and radiation. Pillars of dense gas may be the homes of budding stars. The bright central region is the home of the four heftiest stars in the nebula.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-12-2019-orion-nebula.jpg,https://hubblesite.org/contents/media/images/2006/01/1826-Image.html
OCTOBER,13,2009,Herbig-Haro 24,"A partially obscured, newborn star near the center of this image is shooting twin jets into the surrounding gas and dust. The shocks from the collision light up patches of nebulosity collectively called Herbig-Haro 24.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-13-2019-herbig-haro-24.jpg,https://hubblesite.org/contents/media/images/2015/42/3656-Image.html
OCTOBER,14,1994,Galaxy Cluster 0024+1654,"The light from a distant galaxy, nearly 10 billion light-years away, has been warped into blue arcs and streaks by the gravity of galaxy cluster 0024+1654. The cluster's gravity acts as a lens, bending and amplifying light from the background galaxy.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-14-2019-galaxy-cluster-0024-1654.jpg,https://hubblesite.org/contents/media/images/1996/10/403-Image.html
OCTOBER,15,2003,Supernova Remnant E0102,"In a nearby galaxy called the Small Magellanic Cloud, a massive star exploded as a supernova and dissipated its interior into a spectacular display of colorful filaments. The supernova remnant, known as E0102, is the greenish-blue field of debris just below center.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-15-2019-supernova-remnant-e0102.jpg,https://hubblesite.org/contents/media/images/2006/35/1964-Image.html
OCTOBER,16,1998,Ring Nebula,"About a light-year across, the Ring Nebula is formed by a dying star floating in a blue haze of hot gas at its center. This image reveals elongated, dark clumps of material embedded in the gas at the edge of the nebula.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-16-2019-ring-nebula.jpg,https://hubblesite.org/contents/media/images/1999/01/748-Image.html
OCTOBER,17,1996,Cartwheel Galaxy,The Cartwheel galaxy's unusual appearance was created by a nearly head-on collision with a smaller galaxy. Its spoke-like structures are wisps of material connecting the galaxy’s nucleus to an outer ring of young stars.,https://imagine.gsfc.nasa.gov/hst_bday/images/october-17-2019-cartwheel-galaxy.jpg,https://hubblesite.org/contents/news-releases/1996/news-1996-36.html
OCTOBER,18,2001,Reflection Nebula N30B,"A unique, peanut-shaped cocoon of dust surrounds a cluster of young, hot stars in this image. This reflection nebula, named N30B, is embedded in a much larger nebula called DEM L 106. The wispy filaments of DEM L 106 fill much of the image.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-18-2019-reflection-nebula-n30b.jpg,https://hubblesite.org/contents/media/images/2002/29/1272-Image.html
OCTOBER,19,2014,Comet Siding Spring,"Comet Siding Spring (C/2013 A1) had a close encounter with Mars on October 19, 2014. On that date the comet passed within approximately 87,000 miles of Mars (or about one-third the distance between Earth and the Moon).",https://imagine.gsfc.nasa.gov/hst_bday/images/october-19-2019-comet-siding-spring.jpg,https://hubblesite.org/contents/media/images/2014/45/3444-Image.html
OCTOBER,20,2009,30 Doradus Nebula,"This massive, young stellar grouping, called R136, is only a few million years old and resides in the 30 Doradus Nebula, a turbulent star-birth region in the Large Magellanic Cloud, a satellite galaxy of our Milky Way.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-20-2019-30-doradus-nebula.jpg,https://hubblesite.org/contents/media/images/2009/32/2649-Image.html
OCTOBER,21,1998,Galaxy NGC 1569,"The nearby dwarf galaxy NGC 1569 is a hotbed of vigorous star birth and is one of the closest ""starburst"" galaxies to us. The galaxy's ""star factories"" are manufacturing brilliant blue star clusters.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-21-2019-galaxy-ngc-1569.jpg,https://hubblesite.org/contents/media/images/2004/06/1455-Image.html
OCTOBER,22,2012,Horsehead Nebula,"The backlit wisps along the Horsehead Nebula's upper ridge are being illuminated by a young five-star system just off the top of this image, taken in infrared light. Harsh radiation from one of these bright stars is slowly evaporating the nebula.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-22-2019-horsehead-nebula.jpg,https://hubblesite.org/contents/media/images/2013/12/3165-Image.html
OCTOBER,23,2012,Horsehead Nebula,"The backlit wisps along the Horsehead Nebula's upper ridge are being illuminated by a young five-star system just off the top of this image, taken in infrared light. Harsh radiation from one of these bright stars is slowly evaporating the nebula.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-23-2019-horsehead-nebula.jpg,https://hubblesite.org/contents/media/images/2013/12/3165-Image.html
OCTOBER,24,2011,Galaxy NGC 7714,"The disrupted galaxy NGC 7714 displays a striking smoke-ring-like structure. The golden loop is made of Sun-like stars that have been pulled deep into space, far from the galaxy's center, by the gravity of a nearby galaxy that lies just out of view.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-24-2019-galaxy-ngc-7714.jpg,https://hubblesite.org/contents/media/images/2015/04/3482-Image.html
OCTOBER,25,2009,30 Doradus Nebula,"This massive, young stellar grouping, called R136, is only a few million years old and resides in the 30 Doradus Nebula, a turbulent star-birth region in the Large Magellanic Cloud, a satellite galaxy of our Milky Way.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-25-2019-30-doradus-nebula.jpg,https://hubblesite.org/contents/media/images/2009/32/2649-Image.html
OCTOBER,26,2009,Star Clusters in the Tarantula Nebula,"The Tarantula Nebula is an enormous star-forming region located 170,000 light-years from Earth. The collection of stars in the core of the nebula, shown here, is made up of two individual star clusters that differ in age by about a million years.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-26-2019-star-clusters-in-the-tarantula-nebula.jpg,https://hubblesite.org/contents/media/images/2012/35/3087-Image.html?itemsPerPage=100&page=4&filterUUID=8a87f02e-e18b-4126-8133-2576f4fdc5e2&news=true
OCTOBER,27,2008,Interacting Galaxies Arp 147,"Arp 147 consists of a pair of interacting galaxies. The left-most galaxy in this image appears nearly edge-on to our line of sight and features a smooth ring of starlight. The right-most galaxy exhibits a clumpy, blue ring of intense star formation.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-27-2019-interacting-galaxies-arp-147.jpg,https://hubblesite.org/contents/media/images/2008/37/2422-Image.html
OCTOBER,28,2005,Mars,"This image captures a dust storm on Mars. The dust storm, which is nearly in the middle of the planet in this image, is about 930 miles long measured diagonally.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-28-2019-mars.jpg,https://hubblesite.org/contents/media/images/2005/34/1803-Image.html
OCTOBER,29,2013,Asteroid P/2013 R3,This image shows an asteroid called P/2013 R3 as it was breaking apart. The asteroid’s fragments were slowly drifting away from each other and had tails of dust pushed back by the pressure of sunlight.,https://imagine.gsfc.nasa.gov/hst_bday/images/october-29-2019-asteroid-p-2013-r3.jpg,https://hubblesite.org/contents/media/images/2014/15/3321-Image.html
OCTOBER,30,2004,Star Cluster NGC 290,"This image features a cluster of stars called NGC 290. The star cluster resides in the Small Magellanic Cloud, one of the small galaxies orbiting our Milky Way galaxy.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-30-2019-star-cluster-ngc-290.jpg,https://hubblesite.org/contents/media/images/2006/17/1899-Image.html
OCTOBER,31,2005,Nebula NGC 281,"The dark knots of gas and dust in this image are called ""Bok globules,"" and they are absorbing light in the center of the nearby nebula and star-forming region called NGC 281.",https://imagine.gsfc.nasa.gov/hst_bday/images/october-31-2019-nebula-ngc-281.jpg,https://hubblesite.org/contents/media/images/2006/13/1872-Image.html
NOVEMBER,1,2006,Globular Cluster NGC 2808,"This dense swarm of stars lies at the center of the globular star cluster NGC 2808. Of the about 150 known globular clusters in our Milky Way galaxy, NGC 2808 is one of the most massive, containing more than a million stars.",https://imagine.gsfc.nasa.gov/hst_bday/images/november-1-2019-globular-cluster-ngc-2808.jpg,https://hubblesite.org/contents/media/images/2007/18/2124-Image.html
NOVEMBER,2,2009,Hubble Ultra Deep Field,This image of the Hubble Ultra Deep Field includes infrared observations that allowed Hubble to peer deeper into the universe than it ever had before. The faintest and reddest objects in the image are galaxies that formed 600 million years after the big bang.,https://imagine.gsfc.nasa.gov/hst_bday/images/november-2-2019-hubble-ultra-deep-field.jpg,https://hubblesite.org/contents/media/images/2009/31/2644-Image.html
NOVEMBER,3,2006,Einstein Ring SDSS J0946+1006,"Einstein rings like this form when two galaxies are almost perfectly aligned, one behind the other, and the gravitational field of the closer galaxy bends the light from the more distant galaxy into bright arcs around itself.",https://imagine.gsfc.nasa.gov/hst_bday/images/november-3-2019-einstein-ring-sdss-j0946-1006.jpg,https://hubblesite.org/contents/media/images/2008/04/2245-Image.html
